RDU,35.8729,-78.7923
RDV,61.7645,-157.312
RFD,42.2035,-89.0955
RHI,45.626,-89.4626
RIC,37.5108,-77.3332
RIV,33.8806,-117.259
RIW,43.0611,-108.458
RKD,44.0612,-69.0943
RKS,41.5988,-109.072
RMP,65.5063,-150.169
RNO,39.5064,-119.776
ROA,37.3203,-79.9688
ROC,43.1309,-77.6697
ROP,14.1667,145.25
ROW,33.3071,-104.519
RSH,61.7833,-161.333
RSJ,48.6339,-122.81
RST,43.9101,-92.4884
RSW,26.5228,-81.7531
RUT,43.5291,-72.945
SAN,32.7299,-117.195
SAT,29.5252,-98.4729
SAV,32.1338,-81.2133
SBA,34.4255,-119.835
SBN,41.7006,-86.311
SBP,35.239,-120.641
SBY,38.3431,-75.517
SCC,70.1975,-148.458
SCE,40.8515,-77.851
SCK,37.8973,-121.253
SCM,61.8425,-165.58
SDF,38.1865,-85.7462
SDP,55.3184,-160.523
SDY,47.7113,-104.184
SEA,47.4405,-122.296
SFB,28.773,-81.2403
SFO,37.6148,-122.392
SGF,37.243,-93.3817
SGU,37.0973,-113.591
SGY,59.4594,-135.314
SHD,38.2637,-78.9013
SHG,66.8801,-157.067
SHH,66.2568,-166.067
SHR,44.7739,-106.97
SHV,32.4549,-93.8285
SHX,62.6333,-159.583
SIG,18.4558,-66.0981
SIT,57.0535,-135.366
SJC,37.3679,-121.926
SJT,31.3616,-100.507
SJU,18.4367,-66.0095
SKK,64.3549,-161.193
SLC,40.7862,-111.982
SLE,44.9104,-123.008
SLK,44.3804,-74.2038
SLN,38.7786,-97.6397
SLQ,61.7,-157.117
SMF,38.683,-121.591
SMK,63.4735,-162.052
SMN,45.1148,-113.888
SMX,34.8888,-120.437
SNA,33.6813,-117.859
SNP,57.1667,-170.217
SOV,59.4428,-151.705
SOW,34.2595,-110.005
SPB,18.3409,-64.9698
SPI,39.8445,-89.672
SPN,15.1333,145.717
SPS,33.9862,-98.4984
SRQ,27.3868,-82.5516
SRV,62.8903,-149.054
SSB,17.75,-64.7
STC,45.5463,-94.066
STG,62.8903,-149.054
STL,38.7414,-90.3647
STS,38.511,-122.805
STT,18.3333,-64.9667
STX,17.6988,-64.7977
SUN,43.5065,-114.301
SUX,42.4012,-96.3784
SVA,63.6951,-170.465
SVC,32.6301,-108.164
SVS,66.0044,-149.091
SWF,41.4869,-74.0974
